flow	speed	occupancy	probability
			0.0
0.0	63.0	0.0	0.0
0.0	60.0	0.0	0.0
0.0	52.2	0.0	0.0
0.0	52.2	0.0	0.0
0.0	54.0	0.0	0.0
0.0	55.8	0.0	0.0
0.0	61.8	0.0	0.0
0.0	61.8	0.0	0.0
0.0	57.0	0.0	0.0
0.0	60.0	0.0	0.0
0.0	64.8	0.0	0.0
0.0	60.0	0.0	0.0
0.0	52.2	0.0	0.0
0.0	63.6	0.0	0.0
0.0	60.0	0.0	0.0
0.0	53.4	0.0	0.0
0.0	57.0	0.0	0.0
0.0	55.2	0.0	0.0
0.0	55.2	0.0	0.0
0.0	64.8	0.0	0.0
0.0	54.0	0.0	0.0
0.0	60.0	0.0	0.0
0.0	64.8	0.0	0.0
0.0	58.8	0.0	0.0
0.0	60.0	0.0	0.0
0.0	54.0	0.0	0.0
0.0	47.4	0.0	0.0
0.0	45.6	16.0	0.0
0.0	50.4	0.0	0.0
0.0	58.2	0.0	0.0
0.0	55.2	0.0	0.0
0.0	17.4	0.0	0.0
0.0	58.8	0.0	0.0
0.0	46.2	0.0	0.0
0.0	55.2	0.0	0.0
0.0	58.8	0.0	0.0
0.0	17.4	0.0	0.0
0.0	51.0	0.0	0.0
0.0	53.4	0.0	0.0
0.0	54.0	0.0	0.0
0.0	57.8	0.0	0.0
0.0	61.8	0.0	0.0
0.0	49.2	0.0	0.0
0.0	55.2	0.0	0.0
0.0	48.0	0.0	0.0
0.0	52.2	0.0	0.0
0.0	60.6	0.0	0.0
0.0	64.8	0.0	0.0
0.0	55.8	0.0	0.0
0.0	52.2	0.0	0.0
0.0	53.4	0.0	0.0
0.0	58.2	0.0	0.0
0.0	55.8	0.0	0.0
0.0	58.8	0.0	0.0
0.0	64.8	0.0	0.0
0.0	46.2	0.0	0.0
0.0	54.0	0.0	0.0
0.0	53.4	0.0	0.0
0.0	55.8	0.0	0.0
0.0	54.0	0.0	0.0
0.0	53.4	0.0	0.0
0.0	65.4	0.0	0.0
0.0	58.8	0.0	0.0
0.0	58.8	0.0	0.0
0.0	53.4	0.0	0.0
0.0	58.2	0.0	0.0
0.0	36.6	0.0	0.0
0.0	49.2	0.0	0.0
0.0	58.8	0.0	0.0
0.0	57.0	0.0	0.0
0.0	52.2	0.0	0.0
0.0	57.0	0.0	0.0
0.0	57.0	0.0	0.0
0.0	67.8	0.0	0.0
0.0	51.0	0.0	0.0
0.0	58.2	0.0	0.0
0.0	65.4	0.0	0.0
0.0	65.4	0.0	0.0
0.0	55.8	0.0	0.0
0.0	53.4	0.0	0.0
0.0	57.0	0.0	0.0
0.0	52.2	0.0	0.0
0.0	48.0	0.0	0.0
0.0	53.4	0.0	0.0
0.0	58.8	0.0	0.0
0.0	55.8	0.0	0.0
0.0	45.6	0.0	0.0
0.0	30.6	0.0	0.0
0.0	52.2	0.0	0.0
0.0	55.2	0.0	0.0
0.0	57.0	0.0	0.0
0.0	58.2	0.0	0.0
0.0	57.0	0.0	0.0
0.0	53.4	0.0	0.0
0.0	65.4	0.0	0.0
0.0	54.0	0.0	0.0
0.0	55.2	0.0	0.0
0.0	53.4	0.0	0.0
0.0	50.4	0.0	0.0
0.0	53.4	0.0	0.0
0.0	55.2	0.0	0.0
0.0	57.0	0.0	0.0
0.0	54.0	0.0	0.0
0.0	52.2	0.0	0.0
0.0	53.4	0.0	0.0
0.0	55.8	0.0	0.0
0.0	50.4	0.0	0.0
0.0	53.4	0.0	0.0
0.0	53.4	4.0	0.0
0.0	58.2	0.0	0.0
0.0	57.0	0.0	0.0
0.0	55.8	0.0	0.0
0.0	51.0	0.0	0.0
0.0	68.4	0.0	0.0
0.0	55.2	0.0	0.0
0.0	54.0	0.0	0.0
0.0	67.8	0.0	0.0
0.0	60.6	0.0	0.0
0.0	58.8	0.0	0.0
0.0	60.0	0.0	0.0
0.0	60.0	0.0	0.0
0.0	23.2	0.0	0.0
0.0	58.2	0.0	0.0
0.0	52.2	0.0	0.0
0.0	63.6	0.0	0.0
0.0	51.0	0.0	0.0
0.0	61.8	0.0	0.0
0.0	55.2	0.0	0.0
0.0	51.0	0.0	0.0
0.0	50.4	0.0	0.0
0.0	53.4	0.0	0.0
0.0	58.2	0.0	0.0
0.0	55.8	0.0	0.0
0.0	60.0	0.0	0.0
0.0	48.0	0.0	0.0
0.0	60.6	0.0	0.0
0.0	46.2	0.0	0.0
0.0	61.8	0.0	0.0
0.0	51.0	0.0	0.0
0.0	63.0	0.0	0.0
0.0	53.4	0.0	0.0
0.0	55.2	0.0	0.0
0.0	53.4	0.0	0.0
0.0	57.0	0.0	0.0
0.0	52.2	0.0	0.0
0.0	60.6	0.0	0.0
0.0	55.8	0.0	0.0
0.0	55.8	0.0	0.0
0.0	58.8	0.0	0.0
0.0	58.2	0.0	0.0
0.0	52.2	0.0	0.0
0.0	53.4	0.0	0.0
0.0	63.0	0.0	0.0
0.0	58.2	0.0	0.0
0.0	45.6	0.0	0.0
0.0	58.8	0.0	0.0
0.0	55.2	0.0	0.0
0.0	60.0	0.0	0.0
0.0	60.6	0.0	0.0
0.0	61.8	0.0	0.0
0.0	60.0	0.0	0.0
0.0	54.8	0.0	0.0
0.0	53.4	0.0	0.0
0.0	60.6	0.0	0.0
0.0	55.2	0.0	0.0
0.0	55.8	0.0	0.0
0.0	53.4	0.0	0.0
0.0	50.4	0.0	0.0
0.0	63.0	0.0	0.0
0.0	52.2	0.0	0.0
0.0	53.4	0.0	0.0
0.0	55.8	0.0	0.0
0.0	65.4	0.0	0.0
0.0	55.2	0.0	0.0
0.0	61.8	0.0	0.0
0.0	69.6	0.0	0.0
0.0	55.2	0.0	0.0
0.0	57.0	0.0	0.0
0.0	55.8	0.0	0.0
0.0	54.0	0.0	0.0
0.0	55.8	0.0	0.0
0.0	54.0	0.0	0.0
0.0	55.2	0.0	0.0
0.0	49.2	0.0	0.0
0.0	54.0	0.0	0.0
0.0	54.0	0.0	0.0
0.0	53.4	0.0	0.0
0.0	54.0	0.0	0.0
0.0	53.4	0.0	0.0
0.0	53.4	0.0	0.0
0.0	52.2	0.0	0.0
0.0	57.0	0.0	0.0
0.0	60.0	0.0	0.0
0.0	58.8	0.0	0.0
0.0	57.0	0.0	0.0
0.0	64.8	0.0	0.0
0.0	51.0	0.0	0.0
0.0	58.2	0.0	0.0
0.0	50.4	0.0	0.0
0.0	58.2	0.0	0.0
0.0	57.0	0.0	0.0
0.0	49.8	0.0	0.0
0.0	52.2	0.0	0.0
0.0	57.0	0.0	0.0
0.0	52.6	0.0	0.0
0.0	55.8	0.0	0.0
0.0	53.4	0.0	0.0
0.0	61.8	0.0	0.0
0.0	55.2	0.0	0.0
0.0	53.4	0.0	0.0
0.0	58.2	0.0	0.0
0.0	63.6	0.0	0.0
0.0	58.8	0.0	0.0
0.0	55.8	0.0	0.0
0.0	58.2	0.0	0.0
0.0	55.8	0.0	0.0
0.0	55.2	0.0	0.0
0.0	50.4	0.0	0.0
0.0	58.2	0.0	0.0
0.0	60.6	0.0	0.0
0.0	53.4	0.0	0.0
0.0	63.6	0.0	0.0
0.0	52.2	0.0	0.0
0.0	48.0	0.0	0.0
0.0	54.0	0.0	0.0
0.0	61.8	0.0	0.0
0.0	58.8	0.0	0.0
0.0	64.8	0.0	0.0
0.0	68.4	0.0	0.0
